Date,AMZN,CAT,DE,EXC,GOOG,JNJ,JPM,META,PFE,PG
2016-01-05,31.68950080871582,53.00407409667969,65.44539642333984,14.369670867919922,36.95397186279297,77.54273223876953,49.42775344848633,102.24810791015625,20.534561157226562,60.54593276977539
2016-01-06,31.63249969482422,52.16900634765625,64.70985412597656,14.384979248046875,37.0057258605957,77.15077209472656,48.71421813964844,102.48697662353516,20.170835494995117,59.960689544677734
2016-01-07,30.39699935913086,50.37278747558594,64.13682556152344,14.206379890441895,36.14828872680664,76.25160217285156,46.74424362182617,97.46066284179688,20.036836624145508,59.436981201171875
2016-01-08,30.352500915527344,49.860721588134766,63.084861755371094,14.1961669921875,35.55509567260742,75.43699645996094,45.69721603393555,96.87344360351562,19.781587600708008,58.505157470703125
2016-01-11,30.886999130249023,48.42689895629883,63.418399810791016,14.318642616271973,35.63272476196289,74.9835433959961,45.62740707397461,97.05259704589844,19.82625389099121,59.044227600097656
2016-01-12,30.894500732421875,48.529319763183594,63.73484802246094,14.257407188415527,36.132362365722656,75.49848937988281,45.728233337402344,98.90386199951172,19.781587600708008,58.92101287841797
2016-01-13,29.090499877929688,47.96996307373047,62.623008728027344,14.053295135498047,34.86287307739258,74.5608901977539,44.471797943115234,94.99230194091797,19.379579544067383,58.412742614746094
2016-01-14,29.649999618530273,49.057132720947266,62.948001861572266,14.242093086242676,35.567535400390625,75.99801635742188,45.138790130615234,97.90855407714844,19.85177993774414,58.64377975463867
2016-01-15,28.509000778198242,47.75692367553711,62.53748321533203,14.012467384338379,34.55881118774414,74.5455093383789,44.2391242980957,94.52450561523438,19.660348892211914,57.74274826049805
2016-01-19,28.724000930786133,47.086883544921875,61.9730110168457,14.10432243347168,34.9240837097168,74.92977905273438,44.215843200683594,94.81314849853516,19.583776473999023,59.090423583984375
2016-01-20,28.588499069213867,46.91139221191406,61.579593658447266,13.665472984313965,34.75787353515625,73.58487701416016,43.052490234375,93.90741729736328,19.564632415771484,58.90633010864258
2016-01-21,28.750999450683594,47.61334991455078,62.46050262451172,13.992060661315918,35.1629524230957,73.73090362548828,42.850830078125,93.71830749511719,19.51357650756836,59.59770965576172
2016-01-22,29.819000244140625,48.64235305786133,63.811832427978516,14.303336143493652,36.091552734375,74.35338592529297,44.169315338134766,97.48058319091797,19.59653663635254,60.09488296508789
2016-01-25,29.826499938964844,46.1934814453125,61.39141082763672,13.859386444091797,35.41575241088867,74.08440399169922,43.168819427490234,96.55493927001953,19.4625301361084,59.69867706298828
2016-01-26,30.0625,47.190582275390625,62.922359466552734,14.206379890441895,35.48393249511719,77.75788879394531,44.270145416259766,96.88339233398438,19.571008682250977,61.22125244140625
2016-01-27,29.167499542236328,46.520530700683594,62.97365951538086,14.313535690307617,34.83450698852539,78.51103973388672,44.2391242980957,94.0069351196289,19.47528839111328,61.21348190307617
2016-01-28,31.767499923706055,48.72212219238281,63.9828987121582,14.6503267288208,36.375709533691406,78.59556579589844,44.42525100708008,108.59817504882812,19.271093368530273,62.00582504272461
2016-01-29,29.350000381469727,49.64742660522461,65.864501953125,15.08917236328125,36.972381591796875,80.26323699951172,46.14704895019531,111.68363189697266,19.45615005493164,63.4585075378418
2016-02-01,28.74049949645996,50.01435852050781,65.68489837646484,15.30859661102295,37.42274475097656,80.20944213867188,45.650665283203125,114.55011749267578,19.251955032348633,63.01571273803711
2016-02-02,27.604999542236328,48.395076751708984,63.78617477416992,15.380029678344727,38.05226516723633,79.4716796875,44.23135757446289,114.07238006591797,19.232805252075195,62.316566467285156
2016-02-03,26.553499221801758,50.469024658203125,64.49606323242188,16.13015365600586,36.17615509033203,80.0326919555664,44.526084899902344,112.16138458251953,19.123239517211914,63.00016784667969
2016-02-04,26.812999725341797,52.614784240722656,67.30990600585938,16.456737518310547,35.233619689941406,79.84822845458984,45.293907165527344,109.9717025756836,18.691402435302734,62.68943405151367
2016-02-05,25.10650062561035,52.74242401123047,67.07040405273438,16.788434982299805,34.01737976074219,77.26605987548828,44.78977966308594,103.58181762695312,18.710735321044922,63.077850341796875
